ISBN,AvgBookRating,NumberOfRating,BookTitle,BookAuthor,YearOfPublication,Publisher,new_score
0743206029,3.4468085106382977,94,On the Street Where You Live : A Novel,Mary Higgins Clark,2001,Simon &amp; Schuster,1.7033146905755907
0553585118,2.3035714285714284,56,Once a Thief,Kay Hooper,2002,Bantam Books,1.4373894215976244
0440166497,1.9,60,Once in a Lifetime,Danielle Steel,1983,Dell,1.3467432828778743
0028604199,3.4342105263157894,76,Once upon a More Enlightened Time: More Politically Correct Bedtime Stories,James Finn Garner,1995,MacMillan Publishing Company.,1.686498801569277
044020562X,2.611940298507463,67,One,Richard Bach,1989,Dell,1.493738998136541
0553582755,3.28,225,One Door Away from Heaven,Dean R. Koontz,2002,Bantam Books,1.7027661484683037
0451163966,4.25,108,One Flew Over the Cuckoo's Nest,Ken Kesey,1989,Signet Book,1.9405440686930564
0060929790,4.121951219512195,82,One Hundred Years of Solitude,Gabriel Garcia Marquez,1998,Perennial,1.8628281255995232
0060740450,2.148936170212766,94,One Hundred Years of Solitude (Oprah's Book Club),Gabriel Garcia Marquez,2004,Perennial,1.357569916868504
0312199430,4.148648648648648,74,One Thousand White Women : The Journals of May Dodd: A Novel,Jim Fergus,1999,St. Martin's Griffin,1.8541952777863788
044022103X,2.3664596273291925,161,One True Thing,Anna Quindlen,1995,Dell,1.3808514357615669
0312990456,4.02112676056338,142,One for the Money (A Stephanie Plum Novel),Janet Evanovich,2003,St. Martin's Paperbacks,1.9141436073956488
0061009059,3.656357388316151,291,One for the Money (Stephanie Plum Novels (Paperback)),Janet Evanovich,1995,HarperTorch,1.867218253896229
0375506039,3.221311475409836,122,Open House,Elizabeth Berg,2000,Random House Trade,1.6536363828209917
0345435168,3.3955223880597014,134,Open House (Oprah's Book Club (Paperback)),Elizabeth Berg,2001,Ballantine Books,1.7116628691952338
0671027581,3.0,92,Open Season,Linda Howard,2002,Pocket,1.5840563446238636
0061013412,2.689655172413793,58,Orchid Beach (Holly Barker Novels (Paperback)),Stuart Woods,1999,HarperTorch,1.5153385783239193
0451206711,2.3636363636363638,55,Orchid Blues (Holly Barker Novels (Paperback)),Stuart Woods,2002,Signet Book,1.4508325538761861
0385503857,3.0454545454545454,88,Oryx and Crake,Margaret Atwood,2003,Nan A. Talese,1.5953285703449693
0394742117,1.625,56,"Out of Africa ; and, Shadows on the grass",Isak Dinesen,1985,Vintage Books,1.298654166990345
055357695X,2.737704918032787,61,Out of the Shadows (Shadows Trilogy (Paperback)),Kay Hooper,2000,Bantam Books,1.5242037276842701
0140265686,3.109375,64,Out to Canaan (The Mitford Years),Jan Karon,1998,Viking Books,1.6047858915577065
042510687X,2.0813953488372094,86,Outbreak,Robin Cook,1991,Berkley Publishing Group,1.3487747547865063
0061099732,1.6575342465753424,73,Outer Banks,Anne Rivers Siddons,1992,HarperTorch,1.2658407331091688
0440212561,4.171296296296297,216,Outlander,DIANA GABALDON,1992,Dell,2.0276941234058787
0449003795,2.6486486486486487,222,P Is for Peril,Sue Grafton,2002,Ballantine Books,1.468379272573573
0399147195,3.176470588235294,119,P Is for Peril (Kinsey Millhone Mysteries (Hardcover)),Sue Grafton,2001,Putnam Publishing Group,1.6393463231767385
0060008776,2.7142857142857144,63,Pagan Babies,Elmore Leonard,2002,HarperTorch,1.5183621097862896
0440167531,1.6721311475409837,61,Palomino,DANIELLE STEEL,1985,Dell,1.2959646248082752
0375401598,2.536231884057971,69,Pandora : New Tales of the Vampires,ANNE RICE,1998,Knopf,1.4753161373549366
0312960344,1.5185185185185186,54,Pandora's Clock,John J. Nance,1996,St. Martin's Press,1.282660350321676
0345422384,2.905263157894737,95,Pandora: New Tales of the Vampires (New Tales of the Vampires),Anne Rice,1999,Ballantine Books,1.559041289308846
0679433740,1.3766233766233766,77,Paradise,Toni Morrison,1998,Alfred A. Knopf,1.189722997563254
0380804697,2.6379310344827585,58,Paradise Lost,J.A. Jance,2002,Avon,1.5045582830469326
0786889616,3.0491803278688523,61,Parallel Lies,Ridley Pearson,2002,Hyperion Press,1.5909197731403304
0375758232,2.491228070175439,57,Paris to the Moon,Adam Gopnik,2001,Random House Trade,1.474863397511286
0553580515,3.0344827586206895,58,Passage,Connie Willis,2002,Bantam Books,1.5872072135038318
0425134350,1.8035714285714286,56,Patriot Games,Tom Clancy,1992,Berkley Publishing Group,1.3351634445185765
0425109720,2.5277777777777777,144,Patriot Games (Jack Ryan Novels),Tom Clancy,1992,Berkley Publishing Group,1.439088482687176
0804114609,2.788732394366197,71,Patty Jane's House of Curl,Lorna Landvik,1999,Ivy Books,1.5325655670617888
0449911004,3.2658227848101267,79,Patty Jane's House of Curl (Ballantine Reader's Circle),LORNA LANDVIK,1996,Ballantine Books,1.6476509025060697
0345335511,3.4716981132075473,53,"Pawn of Prophecy (The Belgariad, Book 1)",David Eddings,1990,Del Rey Books,1.6729521150972309
0743412028,2.8417721518987342,158,Pay It Forward,Catherine Ryan Hyde,2000,Pocket,1.5391484359636658
0684862719,3.376470588235294,85,Pay It Forward: A Novel,Catherine Ryan Hyde,2000,Simon &amp; Schuster,1.6788380004102477
0553284363,2.7222222222222223,54,Payment in Blood,Elizabeth George,1990,Bantam Books,1.5238668202846353
0802139256,3.1693548387096775,124,Peace Like a River,Leif Enger,2002,Grove Press,1.6386721483386624
0671759361,2.372549019607843,51,Pearl in the Mist (Landry),V.C. Andrews,1994,Pocket,1.4573725213250108
0451206673,3.1206896551724137,58,Pen Pals,Olivia Goldsmith,2002,Signet Book,1.6051743722988097
051513225X,2.462962962962963,54,Pendragon,Catherine Coulter,2002,Jove Books,1.4719146575233826
1551668246,1.9411764705882353,68,Perfect Evil (Maggie O'Dell Novels (Paperback)),Alex Kava,2001,Mira,1.3409809435603446
0375725849,4.363636363636363,66,Perfume: The Story of a Murderer (Vintage International),Patrick Suskind,2001,Vintage Books USA,1.8855928112584959
0446608602,2.034090909090909,88,Personal Injuries,Scott Turow,2000,Warner Vision,1.3341843225542227
0451162072,2.838235294117647,68,Pet Sematary,Stephen King,1994,Signet Book,1.5445254430661284
0425101452,3.306451612903226,62,Phantoms,Dean R. Koontz,1996,Berkley Publishing Group,1.6467229427097516
0060168013,3.709090909090909,55,Pigs in Heaven,Barbara Kingsolver,1993,Harpercollins,1.7231954782929646
0821769278,2.1449275362318843,69,Plain Jane,Fern Michaels,2002,Zebra Books,1.3858500717155977
0671776134,4.559523809523809,84,Plain Truth,Jodi Picoult,2001,Washington Square Press,1.9768581587239709
0375406182,3.2884615384615383,52,Plainsong,Kent Haruf,1999,Alfred A. Knopf,1.6358850501080564
0375705856,3.301282051282051,156,Plainsong (Vintage Contemporaries),KENT HARUF,2000,Vintage,1.6904310607495399
0515131083,2.6133333333333333,75,Plantation: A Lowcountry Tale,Dorothea Benton Frank,2001,Jove Books,1.489791262735314
0553572512,2.0,63,Playing for the Ashes,ELIZABETH GEORGE,1995,Bantam,1.3626972718171382
0446365505,1.2456140350877194,114,Pleading Guilty,Scott Turow,1994,Warner Books,1.0769663785493053
0446605409,3.1607142857142856,112,Plum Island,Nelson DeMille,1998,Warner Books,1.6326768614842893
0399143947,3.8876404494382024,89,Point of Origin,Patricia Daniels Cornwell,1998,Putnam Pub Group,1.8141471835683098
0449205878,1.6956521739130435,69,Poland,James A. Michener,1990,Fawcett Books,1.2831297741296896
002542730X,3.5146198830409356,171,Politically Correct Bedtime Stories: Modern Tales for Our Life and Times,James Finn Garner,1994,John Wiley &amp; Sons Inc,1.7679587501259926
0425162788,1.6867469879518073,83,Politika (Tom Clancy's Power Plays (Paperback)),Tom Clancy,1999,Berkley Publishing Group,1.2533841437147395
0316693286,2.9555555555555557,90,Pop Goes the Weasel,James Patterson,1999,Replica Books,1.5722246455301236
0345416260,3.6818181818181817,88,Pope Joan (Ballantine Reader's Circle),Donna Woolfolk Cross,1996,Ballantine Books,1.759644052100945
0425189031,2.860215053763441,93,Portrait in Death,Nora Roberts,2003,Berkley Publishing Group,1.5471202498999272
0066211611,3.076923076923077,65,Portrait in Sepia,Isabel Allende,2001,HarperCollins Publishers,1.5979142739062415
0060936363,3.5081967213114753,61,Portrait in Sepia : A Novel,Isabel Allende,2002,Perennial,1.6892381559176823
0399149325,2.734513274336283,113,Portrait of a Killer: Jack the Ripper -- Case Closed,Patricia Cornwell,2002,G. P. Putnam's Sons,1.5096362712881177
0425192733,1.9803921568627452,102,Portrait of a Killer: Jack the Ripper-- Case Closed (Berkley True Crime),Patricia Cornwell,2003,Berkley Publishing Group,1.3032079219192712
0671789422,2.8987341772151898,79,Possessing the Secret of Joy,Alice Walker,1993,Pocket,1.5577324770935694
0679735909,2.5531914893617023,141,Possession : A Romance,A.S. BYATT,1991,Vintage,1.4480275342686841
0380710218,3.2916666666666665,144,Postmortem,Patricia Daniels Cornwell,1993,Harper Mass Market Paperbacks (Mm),1.683100972833592
0671023616,3.9135802469135803,81,Postmortem (Kay Scarpetta Mysteries (Paperback)),Patricia Cornwell,1998,Pocket,1.8093462926368589
0425182886,3.5272727272727273,55,Pot Shot,Robert B. Parker,2002,Berkley Publishing Group,1.6863896776961025
0425152499,2.9310344827586206,58,Practical Magic,Alice Hoffman,1996,Berkley Publishing Group,1.565646622949858
0553278398,2.1272727272727274,55,Prelude to Foundation (Foundation Novels (Paperback)),ISAAC ASIMOV,1989,Spectra,1.402985013100266
0446359866,2.401098901098901,182,Presumed Innocent,Scott Turow,1989,Warner Books,1.3859708187002138
0671867156,2.5838150289017343,173,Pretend You Don't See Her,Mary Higgins Clark,1998,Pocket,1.45096995645564
0061015725,3.5987654320987654,162,Prey,Michael Crichton,2003,Avon Books,1.7917354353125283
0066214122,3.722513089005236,191,Prey: A Novel,Michael Crichton,2002,HarperCollins,1.8502050594302366
0553213105,4.1647058823529415,85,Pride and Prejudice,Jane Austen,1981,Bantam,1.8789926186303798
0140620222,4.5,54,Pride and Prejudice (Penguin Popular Classics),Jane Austen,1994,Penguin Books Ltd,1.8801102220760832
0140430725,4.754098360655738,61,"Pride and Prejudice (The Penguin English Library, El 72)",Jane Austen,1985,Penguin Books,1.9561023377419227
0345388771,1.5740740740740742,54,Primal Fear,William Diehl,1996,Ballantine Books,1.2937929566276587
0679448594,2.0,73,Primary Colors: A Novel of Politics,Anonymous,1996,Random House Inc,1.346449536329908
0553574671,2.8625,80,Prime Cut,Diane Mott Davidson,2000,Bantam Books,1.5487634830870738
051511264X,1.476923076923077,65,Prime Witness,Steven Paul Martini,1994,Jove Books,1.243383844278524
0064472795,3.2711864406779663,59,"Princess in the Spotlight (The Princess Diaries, Vol. 2)",Meg Cabot,2002,HarperTrophy,1.637191022339316
0553299506,2.138888888888889,72,Private Eyes (Alex Delaware Novels (Paperback)),Jonathan Kellerman,1992,Bantam Books,1.380449116636581
0345311396,1.4821428571428572,56,Private Screening,Richard North Patterson,1994,Ballantine Books,1.26944674496776
0060199652,3.786259541984733,131,Prodigal Summer,Barbara Kingsolver,2000,HarperCollins,1.8304808947210998
0060959037,4.450592885375494,253,Prodigal Summer: A Novel,Barbara Kingsolver,2001,Perennial,2.158939652066607
0345404793,2.7966101694915255,59,Protect and Defend,Richard North Patterson,2001,Ballantine Books,1.5373558580006759
0553285785,1.4545454545454546,77,Public Secrets,Nora Roberts,1990,Bantam,1.2085667654813679
044651747X,2.210526315789474,57,Puerto Vallarta Squeeze,Robert James Waller,1995,Warner Books,1.4169132165798346
042518630X,2.3207547169811322,106,Purity in Death,J.D. Robb,2002,Berkley Publishing Group,1.3945371454341835
0399149155,3.936,125,Q Is for Quarry,Sue Grafton,2002,Putnam Publishing Group,1.8704502130724627
0312989393,2.2962962962962963,54,Queen Bee of Mimosa Branch,Haywood Smith,2003,St. Martin's Paperbacks,1.4385168386054343
0451209907,3.3736263736263736,91,Quentins,Maeve Binchy,2003,Signet Book,1.681966318553968
0671250671,3.9072164948453607,97,"ROAD LESS TRAVELED : A New Psychology of Love, Traditional Values, and Spritual Growth (Touchstone Books (Paperback))",M. Scott Peck,1980,Touchstone,1.8298596921455592
0553285343,1.706896551724138,58,"RUSSIA HOUSE, THE",JOHN LE CARRE,1990,Bantam,1.3105129680611696
0425170349,2.7154471544715446,123,Rainbow Six,Tom Clancy,2004,Berkley Publishing Group,1.5022377239260143
0515119784,2.6029411764705883,68,Range of Motion,Elizabeth Berg,1996,Jove Books,1.4911367218842835
0671003364,2.909090909090909,55,Ransom,Julie Garwood,1999,Pocket,1.5612499556667718
0375504907,2.3461538461538463,52,Reading Lolita in Tehran : A Memoir in Books,AZAR NAFISI,2003,Random House,1.4509852021232466
081297106X,2.3469387755102042,98,Reading Lolita in Tehran: A Memoir in Books,Azar Nafisi,2003,Random House Trade Paperbacks,1.4073879235235667
0553586122,2.683673469387755,98,Reap the Wind,Iris Johansen,2002,Bantam Books,1.4988397878996946
0380778556,3.847058823529412,85,Rebecca,Daphne Du Maurier,1994,Avon,1.7983332948700281
0440206154,3.6191780821917807,365,Red Dragon,Thomas Harris,2000,Dell Publishing Company,1.873282242944359
0553560735,3.0972222222222223,72,Red Mars (Mars Trilogy),Kim Stanley Robinson,1993,Bantam,1.604431019859228
0425191184,2.6144578313253013,83,Red Rabbit,Tom Clancy,2003,Berkley Publishing Group,1.4862374629786594
042510107X,2.2091503267973858,153,Red Storm Rising,Tom Clancy,1997,Berkley Publishing Group,1.332458044939294
0441005489,3.734042553191489,94,"Redwall (Redwall, Book 1)",Brian Jacques,1998,Ace Books,1.7798319765599462
0373484429,2.0795454545454546,88,Reflections And Dreams,Nora Roberts,2001,Silhouette,1.3459211426796496
0812543262,2.1686746987951806,83,Relic,Douglas Preston,2003,Tor Books,1.3743469069687237
0671867091,2.2983870967741935,124,Remember Me,Mary Higgins Clark,1995,Pocket,1.3765442804003745
0671795554,2.25,52,Remember When,Judith McNaught,1997,Pocket,1.4321178706962252
0553287893,3.411764705882353,51,Rendezvous with Rama,Arthur C. Clarke,1990,Bantam,1.6590817974539165
0316789844,2.8,60,Resistance : A Novel,Anita Shreve,1997,Back Bay Books,1.5378057907490803
0330262130,3.63855421686747,83,Restaurant At the End of the Universe,Douglas Adams,0,Pan Books Ltd,1.743283334893376
0425183971,3.311111111111111,90,Reunion in Death,J. D. Robb,2002,Berkley Publishing Group,1.6650221474372349
0142003727,3.264705882352941,68,Revenge of the Middle-Aged Woman,Elizabeth Buchan,2003,Penguin USA (Paper),1.6412925002082224
0446612626,1.9215686274509804,51,Reversible Errors,Scott Turow,2003,Warner Vision,1.3698383071558629
0374281602,3.819672131147541,61,Reversible Errors: A Novel,Scott Turow,2002,Farrar Straus Giroux,1.7559542013737424
0345392825,3.067415730337079,89,Reviving Ophelia: Saving the Selves of Adolescent Girls (Ballantine Reader's Circle),Mary Pipher,1995,Ballantine Books,1.6012098157578525
0446677450,5.359375,64,"Rich Dad, Poor Dad: What the Rich Teach Their Kids About Money--That the Poor and Middle Class Do Not!",Robert T. Kiyosaki,2000,Warner Books,2.0992610981127977
0345333926,3.9152542372881354,59,Ringworld,Larry Niven,1990,Del Rey Books,1.772681602513185
0515130966,2.2095238095238097,105,Riptide,Catherine Coulter,2001,Jove Books,1.364060862571345
0345380371,2.509727626459144,257,Rising Sun,MICHAEL CRICHTON,1992,Ballantine Books,1.413005041922035
051512317X,2.3173076923076925,104,Rising Tides,Nora Roberts,2001,Jove Books,1.3949639299498884
0515127833,2.1171875,128,River's End,Nora Roberts,2003,Jove Books,1.3189759237611811
0316899984,2.4395604395604398,182,"River, Cross My Heart",Breena Clarke,1999,Little Brown &amp; Company,1.3993367167882638
0312973055,2.452830188679245,53,Robert Ludlum's The Hades Factor,Robert Ludlum,2001,St. Martin's Paperbacks,1.4708937738296988
0440174643,3.2131147540983607,61,Roots,ALEX HALEY,1980,Dell,1.626033481275099
0451186362,2.796875,128,Rose Madder,Stephen King,2004,Signet Book,1.5262171879342439
0316693251,3.53125,96,Roses Are Red,James Patterson,2000,Little Brown and Company,1.7274326006460738
0446605484,3.0,230,Roses Are Red (Alex Cross Novels),James Patterson,2001,Warner Vision,1.5992645202801037
0312274920,3.375,96,Round Ireland With a Fridge,Tony Hawks,2001,St. Martin's Press,1.6853991061948113
0671759345,2.7160493827160495,81,Ruby (Landry),V.C. Andrews,1994,Pocket,1.5123514996826186
055327886X,3.2264150943396226,53,Rubyfruit Jungle,Rita Mae Brown,1983,Bantam Books,1.6243084403476398
0425121631,2.5757575757575757,99,Rules of Prey,John Sandford,1992,Berkley Publishing Group,1.469109286893485
0312283709,3.4776119402985075,67,Running with Scissors,Augusten Burroughs,2002,St. Martin's Press,1.6886439452952944
031242227X,3.546583850931677,161,Running with Scissors: A Memoir,Augusten Burroughs,2003,Picador USA,1.773805367185628
3442541751,3.9836065573770494,61,Russendisko.,Wladimir Kaminer,2002,Goldmann,1.7910679095085107
0425165701,1.170731707317073,82,Ruthless.Com (Tom Clancy's Power Plays (Paperback)),Tom Clancy,1998,Berkley Publishing Group,1.1264701699031032
067169507X,2.976470588235294,85,SEAT OF THE SOUL,Gary Zukav,1990,Free Press,1.5772670001194347
0671443283,2.6545454545454548,55,SEEDS OF YESTERDY (Dollanger Saga (Paperback)),V.C. Andrews,1984,Pocket,1.5097218348311652
0671755064,3.5,52,SHAMPOO PLANET : SHAMPOO PLANET,Douglas Coupland,1993,Washington Square Press,1.6773931792475034
0671510053,3.32378223495702,349,SHIPPING NEWS,Annie Proulx,1994,Scribner,1.7463801308730673
0684815451,2.792452830188679,53,SILENT NIGHT : The Story of the World War I Christmas Truce,Mary Higgins Clark,1995,Simon &amp; Schuster,1.5382465542522095
0553289691,3.9220779220779223,77,SKINNY LEGS AND ALL,TOM ROBBINS,1991,Bantam,1.8052860828883142
068484477X,2.9530791788856305,341,STONES FROM THE RIVER,Ursula Hegi,1997,Touchstone,1.5915925569894878
0811801802,5.452830188679245,53,Sabine's Notebook: In Which the Extraordinary Correspondence of Griffin &amp; Sabine Continues,Nick Bantock,1992,Chronicle Books,2.065843334228543
0064471837,3.7241379310344827,58,Sabriel (The Abhorsen Trilogy),Garth Nix,1997,HarperTrophy,1.7309444838636563
0553265741,2.63265306122449,98,Sacred Sins,Nora Roberts,1990,Bantam Books,1.4849834448124024
0553583956,2.272727272727273,66,Safe Harbor,Luanne Rice,2003,Bantam Books,1.418535116452972
0804108749,2.727272727272727,99,Saint Maybe,ANNE TYLER,1992,Ivy Books,1.5104502992607018
0515122734,2.3545454545454545,110,Sanctuary,Nora Roberts,2004,Jove Books,1.4015123935378409
0804102988,3.2133333333333334,75,Sarum: The Novel of England,Edward Rutherford,1992,Ivy Books,1.6329742305120587
0446525774,2.25,64,Saving Faith,David Baldacci,1999,Warner Books,1.4159238334984698
0525945938,2.388059701492537,67,Scarlet Feather,Maeve Binchy,2001,Dutton Books,1.4433325462851394
0446363251,2.456140350877193,114,"Scarlett : The Sequel to Margaret Mitchell's \Gone With the Wind\""""",Alexandra Ripley,1992,Warner Books,1.4285964355360912
0446515078,2.5901639344262297,61,Scarlett: The Sequel to Margaret Mitchell's Gone With the Wind,Alexandra Ripley,1991,Warner Books Inc,1.4926013903629787
0671880314,2.5126050420168067,119,Schindler's List,Thomas Keneally,1993,Touchstone,1.4429518025163135
0316780812,4.063492063492063,63,Sea Glass: A Novel,Anita Shreve,2002,"Little, Brown",1.8123956926169094
0515121843,2.588235294117647,119,Sea Swept (Quinn Brothers (Paperback)),Nora Roberts,2001,Jove Books,1.4653258618320582
0345465083,2.732620320855615,187,Seabiscuit,LAURA HILLENBRAND,2003,Ballantine Books,1.500877487631637
0449005615,4.138211382113822,246,Seabiscuit: An American Legend,LAURA HILLENBRAND,2002,Ballantine Books,2.0348316713528156
0446600474,1.9452054794520548,73,Season of the Machete,James Patterson,1995,Warner Books,1.3335521278145899
0553287303,1.3709677419354838,62,Second Child,John Saul,1997,Bantam Books,1.2285167723533128
0425146812,1.962962962962963,54,Second Nature,Alice Hoffman,1995,Berkley Publishing Group,1.371721200769538
0804111359,2.9940119760479043,167,Secret History,DONNA TARTT,1993,Ballantine Books,1.5904425346185367
0449911519,4.732558139534884,86,Secret History : A Novel,DONNA TARTT,1996,Ballantine Books,2.025801484483948
0425168298,2.814814814814815,81,Secret Prey,John Sandford,2003,Berkley Publishing Group,1.5368459155963703
0440176484,1.6808510638297873,94,Secrets,DANIELLE STEEL,1986,Dell,1.2328750804495547
0671695126,2.3333333333333335,75,Secrets of the Morning (Cutler),V.C. Andrews,1991,Pocket,1.4229725444394996
0425181464,2.2666666666666666,75,Seduction in Death,J. D. Robb,2001,Berkley Publishing Group,1.407063325797639
0446603929,2.018867924528302,106,See How They Run,James Patterson,1997,Warner Books,1.3095910931344426
0373250118,2.6451612903225805,62,See Jane Date (Red Dress Ink (Paperback)),Melissa Senate,2001,Red Dress Ink,1.5038358345046348
0553096060,2.7464788732394365,71,Sein Language,JERRY SEINFELD,1993,Bantam,1.5227608796313357
0553569155,2.6363636363636362,110,Seinlanguage,Jerry Seinfeld,1995,Bantam Books,1.4821162896242308
0553580191,2.557377049180328,122,Seize the Night,DEAN KOONTZ,1999,Bantam,1.4551613935605408
074322423X,3.0,52,Self Matters : Creating Your Life from the Inside Out,Phillip C. McGraw,2001,Free Press,1.5792830558269921
0553572202,2.343283582089552,67,Self-Defense (Alex Delaware Novels (Paperback)),Jonathan Kellerman,1995,Bantam Books,1.4332512559148591
0451187903,2.981132075471698,53,Sense and Sensibility,Jane Austen,1995,Signet Book,1.5756647655980487
0312924801,2.4554455445544554,101,September,Rosamunde Pilcher,1991,St. Martin's Press,1.435152303043623
0671026682,2.1923076923076925,52,Serpent : A Novel from the NUMA Files (Numa Files Series),Clive Cussler,2000,Pocket,1.4207974718400125
0380726254,1.9714285714285715,70,Serpent's Tooth : A Peter Decker/Rina Lazarus Novel (Peter Decker &amp; Rina Lazarus Novels (Paperback)),Faye Kellerman,1998,Avon,1.3445387234453776
0345389417,2.9076923076923076,65,Servant of the Bones,Anne Rice,1998,Ballantine Books,1.5604158630802327
0671708635,2.5454545454545454,143,Seven Habits Of Highly Effective People,Stephen R. Covey,1990,Free Press,1.4450123426743569
0312265840,4.493333333333333,75,Seven Up (A Stephanie Plum Novel),Janet Evanovich,2001,St. Martin's Press,1.9384312284357808
0446673544,2.6704545454545454,88,Sex &amp; the City,Candace Bushnell,1997,Warner Books,1.4984998043101982
0425126064,2.0,79,Shadow Prey,John Sandford,2004,Berkley Publishing Group,1.3375873666008962
0425171884,1.1692307692307693,65,Shadow Watch (Tom Clancy's Power Plays (Paperback)),Tom Clancy,1999,Berkley Publishing Group,1.1752049155039632
0425136981,2.3,100,Shadowfires,Dean R. Koontz,1994,Berkley Publishing Group,1.3931055993743702
0553560271,1.5714285714285714,56,Shadows,John Saul,1993,Bantam Books,1.2877013837318756
0451184726,2.2903225806451615,62,She Walks These Hills,Sharyn McCrumb,1995,Signet Book,1.4271647032726211
0060085444,1.8208955223880596,67,She Went All the Way (Avon Light Contemporary Romances),Meggin Cabot,2002,Avon,1.315636201594922
0451160533,1.6981132075471699,53,She Who Remembers,Linda Lay Shuler,1989,Signet Book,1.3212209284463416
0671003755,3.495515695067265,446,She's Come Undone (Oprah's Book Club (Paperback)),Wally Lamb,1996,Washington Square Press,1.8381035506243455
0671021001,3.5705128205128207,468,She's Come Undone (Oprah's Book Club),Wally Lamb,1998,Pocket,1.8752270435840155
0440202043,2.3333333333333335,135,Shell Seekers,Rosamunde Pilcher,1996,Dell,1.381267705827713
1857022424,3.859154929577465,71,Shipping News,E Annie Proulx,0,Fourth Estate,1.7809509819666023
042518286X,3.258426966292135,89,Shock,Robin Cook,2002,Berkley Publishing Group,1.6507979699054933
0671000306,2.1323529411764706,68,Shock Wave (Dirk Pitt Adventures (Paperback)),Clive Cussler,1996,Pocket,1.3843592795205935
0440178002,2.7560975609756095,82,Shogun,JAMES CLAVELL,1986,Dell,1.5220343609796922
0385335881,3.605,200,Shopaholic Takes Manhattan (Summer Display Opportunity),Sophie Kinsella,2002,Delta,1.812874028110113
0385336179,3.35625,160,Shopaholic Ties the Knot,Sophie Kinsella,2003,Delta,1.7100520801732648
0786885688,3.4689655172413794,145,Shopgirl,Steve Martin,2001,Hyperion,1.740244251154439
0786866586,2.94,100,Shopgirl : A Novella,Steve Martin,2000,Hyperion Press,1.568532711198779
034537536X,1.6415094339622642,53,Show of Evil,William Diehl,1996,Ballantine Books,1.3099954650425898
0446604666,3.4060606060606062,165,Sick Puppy,Carl Hiaasen,2001,Warner Vision,1.7286469462126286
0553208845,4.376237623762377,101,Siddhartha,Hermann Hesse,1981,Bantam Classics,1.9640367186206804
0312924585,3.9872340425531916,235,Silence of the Lambs,Thomas Harris,1991,St. Martin's Press,1.9712806328760728
067100042X,2.25,100,Silent Night : A Christmas Suspense Story,Mary Higgins Clark,1996,Pocket,1.3794003562630888
0553285920,2.7413793103448274,58,Silent Partner (Alex Delaware Novels (Paperback)),Jonathan Kellerman,1990,Bantam Books,1.5261188736009064
0425137562,2.3333333333333335,81,Silent Prey,John Sandford,2000,Berkley Publishing Group,1.4174356380168303
0553572210,1.670731707317073,82,Silent Treatment,Michael Palmer,1996,Bantam Books,1.25122503016572
0345404769,1.8936170212765957,94,Silent Witness,RICHARD NORTH PATTERSON,1997,Ballantine Books,1.2895545515490772
0440207770,2.4133333333333336,75,Silver Wedding,Maeve Binchy,1990,Dell,1.4420636068097323
0446519138,3.607476635514019,107,Simple Abundance:  A Daybook of Comfort and Joy,Sarah Ban Breathnach,1995,Warner Books,1.7574268702333997
038548951X,4.904761904761905,63,Sister of My Heart,Chitra Banerjee Divakaruni,2000,Anchor Pub,1.9957342795583544
0385730586,3.8692307692307693,130,Sisterhood of the Traveling Pants,ANN BRASHARES,2003,Delacorte Books for Young Readers,1.8550807412221193
1551669374,1.6610169491525424,59,Sisters Found,Joan Johnston,2002,Mira,1.298464571904644
0451168615,3.342857142857143,70,Skeleton Crew,Stephen King,1986,Signet Book,1.6604465547470948
0061000175,2.934065934065934,91,Skinwalkers (Joe Leaphorn/Jim Chee Novels),Tony Hillerman,1990,HarperTorch,1.5666417194676274
0385508417,3.4752475247524752,101,Skipping Christmas,JOHN GRISHAM,2002,Doubleday,1.7159517607984522
0156007479,2.6506024096385543,83,Slammerkin,Emma Donoghue,2002,Harvest Books,1.4953096702227082
0440180295,4.094674556213017,169,Slaughterhouse Five or the Children's Crusade: A Duty Dance With Death,Kurt Vonnegut,1991,Laurel,1.9635289094553359
0451208765,3.0816326530612246,98,Sleep No More,Greg Iles,2003,Signet Book,1.606919263980573
0345404114,2.7394957983193278,119,Sleepers,Lorenzo Carcaterra,1996,Ballantine Books,1.5100739804635475
0553288342,1.5740740740740742,54,Sleepwalk,John Saul,1997,Bantam Books,1.2937929566276587
0446516538,2.018867924528302,159,Slow Waltz in Cedar Bend,Robert James Waller,1993,Warner Books,1.2663673608691866
051512219X,2.453488372093023,86,Small Town Girl,Lavyrle Spencer,1998,Jove Books,1.4437960501826386
0671727583,2.01010101010101,99,Smart Women,Judy Blume,1990,Pocket Books,1.3147695073892083
0440218535,2.2427184466019416,103,Smilla's Sense of Snow,Peter Hoeg,1997,Island,1.3749530703942274
0553562614,3.4146341463414633,82,Snow Crash,Neal Stephenson,1993,Bantam,1.6863456403499681
067976402X,3.255700325732899,614,Snow Falling on Cedars,David Guterson,1995,Vintage Books USA,1.7566530210971476
0345384377,2.397590361445783,83,Sole Survivor,DEAN KOONTZ,1997,Ballantine Books,1.4318042195143665
0452260116,2.7202797202797204,143,Song of Solomon (Oprah's Book Club (Paperback)),Toni Morrison,1987,Plume Books,1.5007082875362359
0140244824,1.8577586206896552,232,Songs in Ordinary Time (Oprah's Book Club (Paperback)),Mary McGarry Morris,1996,Penguin Books,1.1712556279591717
